gene_name	LCadj_subclus	DEtest_unadjP.05_forCluster	Nsigmodels_forCluster
SGK1	X4_LCnonadj	E4_noAncestry_noRin	3
CCT4	X4_LCnonadj	E4_noAncestry_noRin	4
GADD45B	X4_LCnonadj	E4_noAncestry_noRin	4
SYVN1	X4_LCnonadj	E4_noAncestry_noRin	4
SEC11A	X4_LCnonadj	E4_noAncestry_noRin	4
BTG2	X4_LCnonadj	E4_noAncestry_noRin	4
C5orf15	X4_LCnonadj	E4_noAncestry_noRin	2
SLC29A4	X4_LCnonadj	E4_noAncestry_noRin	2
LYPLA2	X4_LCnonadj	E4_noAncestry_noRin	4
PLOD1	X4_LCnonadj	E4_noAncestry_noRin	4
RNASE1	X4_LCnonadj	E4_noAncestry_noRin	4
CHD5	X4_LCnonadj	E4_noAncestry_noRin	4
SLC7A1	X4_LCnonadj	E4_noAncestry_noRin	4
CYB5R3	X4_LCnonadj	E4_noAncestry_noRin	4
CMIP	X4_LCnonadj	E4_noAncestry_noRin	4
FGFR1	X4_LCnonadj	E4_noAncestry_noRin	4
MSL3	X4_LCnonadj	E4_noAncestry_noRin	4
NRXN2	X4_LCnonadj	E4_noAncestry_noRin	4
FGFR3	X4_LCnonadj	E4_noAncestry_noRin	3
EGFL7	X4_LCnonadj	E4_noAncestry_noRin	4
RRP36	X4_LCnonadj	E4_noAncestry_noRin	4
TSPAN5	X4_LCnonadj	E4_noAncestry_noRin	4
CHORDC1	X4_LCnonadj	E4_noAncestry_noRin	4
EIF4A1	X4_LCnonadj	E4_noAncestry_noRin	4
ZDHHC22	X4_LCnonadj	E4_noAncestry_noRin	4
AL035078.1	X4_LCnonadj	E4_noAncestry_noRin	4
USP27X	X4_LCnonadj	E4_noAncestry_noRin	3
ARNT2	X4_LCnonadj	E4_noAncestry_noRin	4
ARFGEF3	X4_LCnonadj	E4_noAncestry_noRin	2
EVI5	X4_LCnonadj	E4_noAncestry_noRin	4
CCDC173	X4_LCnonadj	E4_noAncestry_noRin	4
NNAT	X4_LCnonadj	E4_noAncestry_noRin	4
MRPL30	X4_LCnonadj	E4_noAncestry_noRin	4
RTF1	X4_LCnonadj	E4_noAncestry_noRin	4
ODF3B	X4_LCnonadj	E4_noAncestry_noRin	4
MBP	X4_LCnonadj	E4_noAncestry_noRin	4
AL031056.1	X4_LCnonadj	E4_noAncestry_noRin	4
LAPTM5	X4_LCnonadj	E4_noAncestry_noRin	4
LHPP	X4_LCnonadj	E4_noAncestry_noRin	2
POLR2J3	X4_LCnonadj	E4_noAncestry_noRin	2
CCDC34	X4_LCnonadj	E4_noAncestry_noRin	4
CDC37L1	X4_LCnonadj	E4_noAncestry_noRin	4
CWC15	X4_LCnonadj	E4_noAncestry_noRin	4
CIPC	X4_LCnonadj	E4_noAncestry_noRin	4
UST	X4_LCnonadj	E4_noAncestry_noRin	4
IFIT1	X4_LCnonadj	E4_noAncestry_noRin	4
CFAP97	X4_LCnonadj	E4_noAncestry_noRin	4
PDIA4	X4_LCnonadj	E4_noAncestry_noRin	4
DNAJA1	X4_LCnonadj	E4_noAncestry_noRin	4
FOXJ1	X4_LCnonadj	E4_noAncestry_noRin	4
CPNE6	X4_LCnonadj	E4_noAncestry_noRin	4
WWTR1	X4_LCnonadj	E4_noAncestry_noRin	4
TUBG2	X4_LCnonadj	E4_noAncestry_noRin	2
PRDX4	X4_LCnonadj	E4_noAncestry_noRin	2
TNS2	X4_LCnonadj	E4_noAncestry_noRin	4
ANKRD52	X4_LCnonadj	E4_noAncestry_noRin	4
RFTN2	X4_LCnonadj	E4_noAncestry_noRin	4
KMT5B	X4_LCnonadj	E4_noAncestry_noRin	4
ACSL1	X4_LCnonadj	E4_noAncestry_noRin	4
LRRC49	X4_LCnonadj	E4_noAncestry_noRin	4
RFX2	X4_LCnonadj	E4_noAncestry_noRin	4
SCN2A	X4_LCnonadj	E4_noAncestry_noRin	2
NDEL1	X4_LCnonadj	E4_noAncestry_noRin	4
TMEM231	X4_LCnonadj	E4_noAncestry_noRin	2
YIPF4	X4_LCnonadj	E4_noAncestry_noRin	3
TMEM165	X4_LCnonadj	E4_noAncestry_noRin	2
ANKS1A	X4_LCnonadj	E4_noAncestry_noRin	1
NCALD	X4_LCnonadj	E4_noAncestry_noRin	4
DNAJC7	X4_LCnonadj	E4_noAncestry_noRin	3
KIF1A	X4_LCnonadj	E4_noAncestry_noRin	3
KDM3B	X4_LCnonadj	E4_noAncestry_noRin	4
TMEM47	X4_LCnonadj	E4_noAncestry_noRin	2
RARRES2	X4_LCnonadj	E4_noAncestry_noRin	3
CELF5	X4_LCnonadj	E4_noAncestry_noRin	4
VGF	X4_LCnonadj	E4_noAncestry_noRin	3
NEK1	X4_LCnonadj	E4_noAncestry_noRin	4
SCN3A	X4_LCnonadj	E4_noAncestry_noRin	2
CD24	X4_LCnonadj	E4_noAncestry_noRin	3
CASD1	X4_LCnonadj	E4_noAncestry_noRin	4
CAPN1	X4_LCnonadj	E4_noAncestry_noRin	4
ZNF148	X4_LCnonadj	E4_noAncestry_noRin	2
STON2	X4_LCnonadj	E4_noAncestry_noRin	4
SOX8	X4_LCnonadj	E4_noAncestry_noRin	2
ARHGEF17	X4_LCnonadj	E4_noAncestry_noRin	4
SYNPO2	X4_LCnonadj	E4_noAncestry_noRin	3
CFAP157	X4_LCnonadj	E4_noAncestry_noRin	3
ARCN1	X4_LCnonadj	E4_noAncestry_noRin	2
HIPK1	X4_LCnonadj	E4_noAncestry_noRin	3
PPP4R3A	X4_LCnonadj	E4_noAncestry_noRin	4
PRDX6	X4_LCnonadj	E4_noAncestry_noRin	2
NBPF1	X4_LCnonadj	E4_noAncestry_noRin	3
MASP1	X4_LCnonadj	E4_noAncestry_noRin	4
AC007325.4	X4_LCnonadj	E4_noAncestry_noRin	3
EML2	X4_LCnonadj	E4_noAncestry_noRin	3
MYBBP1A	X4_LCnonadj	E4_noAncestry_noRin	4
CD82	X4_LCnonadj	E4_noAncestry_noRin	3
EPAS1	X4_LCnonadj	E4_noAncestry_noRin	3
EIF3L	X4_LCnonadj	E4_noAncestry_noRin	2
EVI5L	X4_LCnonadj	E4_noAncestry_noRin	4
APBA1	X4_LCnonadj	E4_noAncestry_noRin	4
CRNDE	X4_LCnonadj	E4_noAncestry_noRin	4
KCNJ6	X4_LCnonadj	E4_noAncestry_noRin	4
PLIN3	X4_LCnonadj	E4_noAncestry_noRin	3
UPK3BL1	X4_LCnonadj	E4_noAncestry_noRin	1
DUSP26	X4_LCnonadj	E4_noAncestry_noRin	4
OGT	X4_LCnonadj	E4_noAncestry_noRin	4
PNCK	X4_LCnonadj	E4_noAncestry_noRin	3
TMEM38A	X4_LCnonadj	E4_noAncestry_noRin	1
KIF21A	X4_LCnonadj	E4_noAncestry_noRin	2
TMSB10	X4_LCnonadj	E4_noAncestry_noRin	1
FAM183A	X4_LCnonadj	E4_noAncestry_noRin	3
IRGQ	X4_LCnonadj	E4_noAncestry_noRin	3
UBAP2	X4_LCnonadj	E4_noAncestry_noRin	1
DLG4	X4_LCnonadj	E4_noAncestry_noRin	4
C1QBP	X4_LCnonadj	E4_noAncestry_noRin	2
NDUFAF8	X4_LCnonadj	E4_noAncestry_noRin	2
SEPTIN6	X4_LCnonadj	E4_noAncestry_noRin	1
MGMT	X4_LCnonadj	E4_noAncestry_noRin	2
MAF1	X4_LCnonadj	E4_noAncestry_noRin	2
XRN2	X4_LCnonadj	E4_noAncestry_noRin	4
MAPT	X4_LCnonadj	E4_noAncestry_noRin	4
BCAS1	X4_LCnonadj	E4_noAncestry_noRin	4
ARF1	X4_LCnonadj	E4_noAncestry_noRin	2
CALB2	X4_LCnonadj	E4_noAncestry_noRin	1
TFRC	X4_LCnonadj	E4_noAncestry_wRin	4
CCN1	X4_LCnonadj	E4_noAncestry_wRin	4
GRIN2A	X4_LCnonadj	E4_noAncestry_wRin	4
IFT46	X4_LCnonadj	E4_noAncestry_wRin	4
SYNPR	X4_LCnonadj	E4_noAncestry_wRin	4
CX3CR1	X4_LCnonadj	E4_noAncestry_wRin	4
HBA2	X4_LCnonadj	E4_noAncestry_wRin	4
CBLN1	X4_LCnonadj	E4_noAncestry_wRin	4
DIRAS3	X4_LCnonadj	E4_noAncestry_wRin	4
IGFBP7	X4_LCnonadj	E4_noAncestry_wRin	4
IFI27	X4_LCnonadj	E4_noAncestry_wRin	4
MTRNR2L3	X4_LCnonadj	E4_noAncestry_wRin	4
CARTPT	X4_LCnonadj	E4_noAncestry_wRin	4
STMN4	X4_LCnonadj	E4_noAncestry_wRin	4
CCDC170	X4_LCnonadj	E4_noAncestry_wRin	4
LYRM4	X4_LCnonadj	E4_noAncestry_wRin	4
RAB3B	X4_LCnonadj	E4_noAncestry_wRin	4
PENK	X4_LCnonadj	E4_noAncestry_wRin	4
TNS3	X4_LCnonadj	E4_noAncestry_wRin	4
MORN2	X4_LCnonadj	E4_noAncestry_wRin	4
BRSK2	X4_LCnonadj	E4_noAncestry_wRin	4
MT1X	X4_LCnonadj	E4_noAncestry_wRin	4
SLC2A1	X4_LCnonadj	E4_noAncestry_wRin	4
CEP41	X4_LCnonadj	E4_noAncestry_wRin	4
AC010642.2	X4_LCnonadj	E4_noAncestry_wRin	4
PCDH19	X4_LCnonadj	E4_noAncestry_wRin	4
HBA1	X4_LCnonadj	E4_noAncestry_wRin	4
C5orf63	X4_LCnonadj	E4_noAncestry_wRin	4
HBB	X4_LCnonadj	E4_noAncestry_wRin	4
CRIP1	X4_LCnonadj	E4_noAncestry_wRin	4
CHI3L1	X4_LCnonadj	E4_noAncestry_wRin	4
SERPINA3	X4_LCnonadj	E4_noAncestry_wRin	4
HSPA1B	X4_LCnonadj	E4_noAncestry_wRin	4
COLGALT2	X4_LCnonadj	E4_noAncestry_wRin	4
HOPX	X4_LCnonadj	E4_noAncestry_wRin	4
FLT1	X4_LCnonadj	E4_noAncestry_wRin	4
MPDZ	X4_LCnonadj	E4_noAncestry_wRin	4
UPF3B	X4_LCnonadj	E4_noAncestry_wRin	4
TCP1	X4_LCnonadj	E4_noAncestry_wRin	4
PCSK1	X4_LCnonadj	E4_noAncestry_wRin	4
SMIM10L2B	X4_LCnonadj	E4_noAncestry_wRin	4
MAF	X4_LCnonadj	E4_noAncestry_wRin	4
HIBCH	X4_LCnonadj	E4_noAncestry_wRin	4
CCDC146	X4_LCnonadj	E4_noAncestry_wRin	4
HPSE2	X4_LCnonadj	E4_noAncestry_wRin	4
LINC00844	X4_LCnonadj	E4_noAncestry_wRin	4
CALB1	X4_LCnonadj	E4_noAncestry_wRin	4
PIK3IP1	X4_LCnonadj	E4_noAncestry_wRin	4
FABP3	X4_LCnonadj	E4_noAncestry_wRin	4
TH	X4_LCnonadj	E4_noAncestry_wRin	3
KCNJ16	X4_LCnonadj	E4_noAncestry_wRin	4
METTL9	X4_LCnonadj	E4_noAncestry_wRin	4
AK6	X4_LCnonadj	E4_noAncestry_wRin	4
CFAP43	X4_LCnonadj	E4_noAncestry_wRin	4
EFHC1	X4_LCnonadj	E4_noAncestry_wRin	4
COL18A1	X4_LCnonadj	E4_noAncestry_wRin	4
PPP1R1A	X4_LCnonadj	E4_noAncestry_wRin	4
IQCG	X4_LCnonadj	E4_noAncestry_wRin	4
TCFL5	X4_LCnonadj	E4_noAncestry_wRin	4
DISP2	X4_LCnonadj	E4_noAncestry_wRin	4
JUN	X4_LCnonadj	E4_noAncestry_wRin	4
SLC7A11	X4_LCnonadj	E4_noAncestry_wRin	4
PAK3	X4_LCnonadj	E4_noAncestry_wRin	4
SECISBP2	X4_LCnonadj	E4_noAncestry_wRin	4
TAB2	X4_LCnonadj	E4_noAncestry_wRin	4
DOC2A	X4_LCnonadj	E4_noAncestry_wRin	4
CACNG8	X4_LCnonadj	E4_noAncestry_wRin	4
PRTFDC1	X4_LCnonadj	E4_noAncestry_wRin	4
GGT5	X4_LCnonadj	E4_noAncestry_wRin	4
HSPA1A	X4_LCnonadj	E4_noAncestry_wRin	4
MT2A	X4_LCnonadj	E4_noAncestry_wRin	4
PPP4R3B	X4_LCnonadj	E4_noAncestry_wRin	4
CRLF1	X4_LCnonadj	E4_noAncestry_wRin	4
PCBP4	X4_LCnonadj	E4_noAncestry_wRin	4
BGN	X4_LCnonadj	E4_noAncestry_wRin	4
SNX14	X4_LCnonadj	E4_noAncestry_wRin	4
VWF	X4_LCnonadj	E4_noAncestry_wRin	4
ELAVL3	X4_LCnonadj	E4_noAncestry_wRin	4
NTS	X4_LCnonadj	E4_noAncestry_wRin	4
PPFIA3	X4_LCnonadj	E4_noAncestry_wRin	4
EFEMP1	X4_LCnonadj	E4_noAncestry_wRin	4
MRPS18C	X4_LCnonadj	E4_noAncestry_wRin	4
ZC2HC1A	X4_LCnonadj	E4_noAncestry_wRin	4
PGM1	X4_LCnonadj	E4_noAncestry_wRin	4
JPX	X4_LCnonadj	E4_noAncestry_wRin	4
QSOX1	X4_LCnonadj	E4_noAncestry_wRin	4
XIAP	X4_LCnonadj	E4_noAncestry_wRin	4
LRP1	X4_LCnonadj	E4_noAncestry_wRin	4
GALNT15	X4_LCnonadj	E4_noAncestry_wRin	4
MLLT1	X4_LCnonadj	E4_noAncestry_wRin	4
RSRP1	X4_LCnonadj	E4_noAncestry_wRin	4
RND2	X4_LCnonadj	E4_noAncestry_wRin	4
CDK5R2	X4_LCnonadj	E4_noAncestry_wRin	4
SLC47A2	X4_LCnonadj	E4_noAncestry_wRin	4
NEK11	X4_LCnonadj	E4_noAncestry_wRin	4
PRRT2	X4_LCnonadj	E4_noAncestry_wRin	4
LONP1	X4_LCnonadj	E4_noAncestry_wRin	4
SPACA9	X4_LCnonadj	E4_noAncestry_wRin	4
MT1E	X4_LCnonadj	E4_noAncestry_wRin	4
DPP10	X4_LCnonadj	E4_noAncestry_wRin	4
SEMA6B	X4_LCnonadj	E4_noAncestry_wRin	4
CDK9	X4_LCnonadj	E4_noAncestry_wRin	4
CDS1	X4_LCnonadj	E4_noAncestry_wRin	4
C9orf24	X4_LCnonadj	E4_noAncestry_wRin	4
DHCR24	X4_LCnonadj	E4_noAncestry_wRin	4
RGL2	X4_LCnonadj	E4_noAncestry_wRin	4
ASTN2	X4_LCnonadj	E4_noAncestry_wRin	4
ADCYAP1	X4_LCnonadj	E4_noAncestry_wRin	4
WDR60	X4_LCnonadj	E4_noAncestry_wRin	4
MIR4458HG	X4_LCnonadj	E4_noAncestry_wRin	4
DNAAF1	X4_LCnonadj	E4_noAncestry_wRin	4
TAGLN	X4_LCnonadj	E4_noAncestry_wRin	4
SEMA5A	X4_LCnonadj	E4_noAncestry_wRin	4
AHCTF1	X4_LCnonadj	E4_noAncestry_wRin	4
MOBP	X4_LCnonadj	E4_noAncestry_wRin	4
IFITM2	X4_LCnonadj	E4_noAncestry_wRin	4
LAPTM5	X4_LCnonadj	E4_noAncestry_wRin	4
IGSF8	X4_LCnonadj	E4_noAncestry_wRin	4
SYT4	X4_LCnonadj	E4_noAncestry_wRin	3
AUXG01000058.1	X4_LCnonadj	E4_noAncestry_wRin	4
TNS2	X4_LCnonadj	E4_noAncestry_wRin	4
CLDN5	X4_LCnonadj	E4_noAncestry_wRin	4
EBLN3P	X4_LCnonadj	E4_noAncestry_wRin	4
LRRIQ1	X4_LCnonadj	E4_noAncestry_wRin	4
MNS1	X4_LCnonadj	E4_noAncestry_wRin	4
HLA-B	X4_LCnonadj	E4_noAncestry_wRin	4
ZMYND10	X4_LCnonadj	E4_noAncestry_wRin	4
TRIM56	X4_LCnonadj	E4_noAncestry_wRin	4
ELOVL5	X4_LCnonadj	E4_noAncestry_wRin	4
TBC1D5	X4_LCnonadj	E4_noAncestry_wRin	4
BTG2	X4_LCnonadj	E4_noAncestry_wRin	4
CBX6	X4_LCnonadj	E4_noAncestry_wRin	4
L1CAM	X4_LCnonadj	E4_noAncestry_wRin	4
RNASE1	X4_LCnonadj	E4_noAncestry_wRin	4
MTRNR2L8	X4_LCnonadj	E4_noAncestry_wRin	3
MAN2A2	X4_LCnonadj	E4_noAncestry_wRin	4
NDRG1	X4_LCnonadj	E4_noAncestry_wRin	4
GADD45B	X4_LCnonadj	E4_noAncestry_wRin	4
COG4	X4_LCnonadj	E4_noAncestry_wRin	4
SEC11A	X4_LCnonadj	E4_noAncestry_wRin	4
HECA	X4_LCnonadj	E4_noAncestry_wRin	4
SHOC2	X4_LCnonadj	E4_noAncestry_wRin	4
IFITM3	X4_LCnonadj	E4_noAncestry_wRin	4
GSTT2B	X4_LCnonadj	E4_noAncestry_wRin	4
CCT4	X4_LCnonadj	E4_noAncestry_wRin	4
FAM89A	X4_LCnonadj	E4_noAncestry_wRin	4
CHD5	X4_LCnonadj	E4_noAncestry_wRin	4
SLC7A1	X4_LCnonadj	E4_noAncestry_wRin	4
FLNB	X4_LCnonadj	E4_noAncestry_wRin	4
DNAJA1	X4_LCnonadj	E4_noAncestry_wRin	4
SHC3	X4_LCnonadj	E4_noAncestry_wRin	4
TUB	X4_LCnonadj	E4_noAncestry_wRin	4
NRXN2	X4_LCnonadj	E4_noAncestry_wRin	4
PDIA4	X4_LCnonadj	E4_noAncestry_wRin	4
UST	X4_LCnonadj	E4_noAncestry_wRin	4
CMIP	X4_LCnonadj	E4_noAncestry_wRin	4
LRP6	X4_LCnonadj	E4_noAncestry_wRin	4
NEK1	X4_LCnonadj	E4_noAncestry_wRin	4
EGFL7	X4_LCnonadj	E4_noAncestry_wRin	4
C5orf15	X4_LCnonadj	E4_noAncestry_wRin	2
TMEM87A	X4_LCnonadj	E4_noAncestry_wRin	4
SNAP29	X4_LCnonadj	E4_noAncestry_wRin	4
AL035078.1	X4_LCnonadj	E4_noAncestry_wRin	4
NREP	X4_LCnonadj	E4_noAncestry_wRin	4
EVI5L	X4_LCnonadj	E4_noAncestry_wRin	4
DDX24	X4_LCnonadj	E4_noAncestry_wRin	4
EIF6	X4_LCnonadj	E4_noAncestry_wRin	4
MYBBP1A	X4_LCnonadj	E4_noAncestry_wRin	4
APOLD1	X4_LCnonadj	E4_noAncestry_wRin	3
SRGN	X4_LCnonadj	E4_noAncestry_wRin	4
ARRB1	X4_LCnonadj	E4_noAncestry_wRin	4
TMEM123	X4_LCnonadj	E4_noAncestry_wRin	4
EIF4A1	X4_LCnonadj	E4_noAncestry_wRin	4
BACE1	X4_LCnonadj	E4_noAncestry_wRin	4
NCALD	X4_LCnonadj	E4_noAncestry_wRin	4
APBA1	X4_LCnonadj	E4_noAncestry_wRin	4
ODF3B	X4_LCnonadj	E4_noAncestry_wRin	4
SYVN1	X4_LCnonadj	E4_noAncestry_wRin	4
FGFR1	X4_LCnonadj	E4_noAncestry_wRin	4
NES	X4_LCnonadj	E4_noAncestry_wRin	4
PRDX4	X4_LCnonadj	E4_noAncestry_wRin	2
PPDPF	X4_LCnonadj	E4_noAncestry_wRin	4
RFTN2	X4_LCnonadj	E4_noAncestry_wRin	4
CWC15	X4_LCnonadj	E4_noAncestry_wRin	4
DNAJC7	X4_LCnonadj	E4_noAncestry_wRin	3
CPNE6	X4_LCnonadj	E4_noAncestry_wRin	4
PLOD1	X4_LCnonadj	E4_noAncestry_wRin	4
GRB10	X4_LCnonadj	E4_noAncestry_wRin	4
CFAP157	X4_LCnonadj	E4_noAncestry_wRin	3
CD44	X4_LCnonadj	E4_noAncestry_wRin	4
NDEL1	X4_LCnonadj	E4_noAncestry_wRin	4
CCDC34	X4_LCnonadj	E4_noAncestry_wRin	4
CDC37L1	X4_LCnonadj	E4_noAncestry_wRin	4
EPAS1	X4_LCnonadj	E4_noAncestry_wRin	3
HLA-DRB1	X4_LCnonadj	E4_noAncestry_wRin	3
USP27X	X4_LCnonadj	E4_noAncestry_wRin	3
CELF5	X4_LCnonadj	E4_noAncestry_wRin	4
NNAT	X4_LCnonadj	E4_noAncestry_wRin	4
ZDHHC22	X4_LCnonadj	E4_noAncestry_wRin	4
MRPL30	X4_LCnonadj	E4_noAncestry_wRin	4
AL031056.1	X4_LCnonadj	E4_noAncestry_wRin	4
CFAP97	X4_LCnonadj	E4_noAncestry_wRin	4
FOXJ1	X4_LCnonadj	E4_noAncestry_wRin	4
CASD1	X4_LCnonadj	E4_noAncestry_wRin	4
NDUFAF8	X4_LCnonadj	E4_noAncestry_wRin	2
WWTR1	X4_LCnonadj	E4_noAncestry_wRin	4
YIPF4	X4_LCnonadj	E4_noAncestry_wRin	3
EML2	X4_LCnonadj	E4_noAncestry_wRin	3
CHORDC1	X4_LCnonadj	E4_noAncestry_wRin	4
TUBG2	X4_LCnonadj	E4_noAncestry_wRin	2
LYPLA2	X4_LCnonadj	E4_noAncestry_wRin	4
MTRNR2L12	X4_LCnonadj	E4_noAncestry_wRin	2
TMBIM1	X4_LCnonadj	E4_noAncestry_wRin	3
KMT5B	X4_LCnonadj	E4_noAncestry_wRin	4
SLC6A2	X4_LCnonadj	E4_noAncestry_wRin	2
OAZ2	X4_LCnonadj	E4_noAncestry_wRin	4
RARRES2	X4_LCnonadj	E4_noAncestry_wRin	3
LRRC49	X4_LCnonadj	E4_noAncestry_wRin	4
KIF1A	X4_LCnonadj	E4_noAncestry_wRin	3
AC007325.4	X4_LCnonadj	E4_noAncestry_wRin	3
IFIT1	X4_LCnonadj	E4_noAncestry_wRin	4
CYB5R3	X4_LCnonadj	E4_noAncestry_wRin	4
CYB5R1	X4_LCnonadj	E4_noAncestry_wRin	3
ANKRD52	X4_LCnonadj	E4_noAncestry_wRin	4
H2AFZ	X4_LCnonadj	E4_noAncestry_wRin	1
TSC22D3	X4_LCnonadj	E4_noAncestry_wRin	3
SCG2	X4_LCnonadj	E4_noAncestry_wRin	3
NBPF1	X4_LCnonadj	E4_noAncestry_wRin	3
TSPAN5	X4_LCnonadj	E4_noAncestry_wRin	4
CAPN1	X4_LCnonadj	E4_noAncestry_wRin	4
DLG4	X4_LCnonadj	E4_noAncestry_wRin	4
ARNT2	X4_LCnonadj	E4_noAncestry_wRin	4
VGF	X4_LCnonadj	E4_noAncestry_wRin	3
DLK1	X4_LCnonadj	E4_noAncestry_wRin	2
ARFGEF3	X4_LCnonadj	E4_noAncestry_wRin	2
POLR2J3	X4_LCnonadj	E4_noAncestry_wRin	2
KCNJ6	X4_LCnonadj	E4_noAncestry_wRin	4
ARHGEF17	X4_LCnonadj	E4_noAncestry_wRin	4
EVI5	X4_LCnonadj	E4_noAncestry_wRin	4
RTF1	X4_LCnonadj	E4_noAncestry_wRin	4
MBP	X4_LCnonadj	E4_noAncestry_wRin	4
RFX2	X4_LCnonadj	E4_noAncestry_wRin	4
CD82	X4_LCnonadj	E4_noAncestry_wRin	3
CIPC	X4_LCnonadj	E4_noAncestry_wRin	4
CRNDE	X4_LCnonadj	E4_noAncestry_wRin	4
MYL9	X4_LCnonadj	E4_noAncestry_wRin	1
EIF3L	X4_LCnonadj	E4_noAncestry_wRin	2
CCDC173	X4_LCnonadj	E4_noAncestry_wRin	4
MSL3	X4_LCnonadj	E4_noAncestry_wRin	4
HIPK1	X4_LCnonadj	E4_noAncestry_wRin	3
CYGB	X4_LCnonadj	E4_noAncestry_wRin	3
RGS2	X4_LCnonadj	E4_noAncestry_wRin	2
MAF1	X4_LCnonadj	E4_noAncestry_wRin	2
TYROBP	X4_LCnonadj	E4_noAncestry_wRin	2
SOX8	X4_LCnonadj	E4_noAncestry_wRin	2
STOML1	X4_LCnonadj	E4_noAncestry_wRin	3
CD24	X4_LCnonadj	E4_noAncestry_wRin	3
SLC29A4	X4_LCnonadj	E4_noAncestry_wRin	2
TMEM47	X4_LCnonadj	E4_noAncestry_wRin	2
FAM183A	X4_LCnonadj	E4_noAncestry_wRin	3
SCN2A	X4_LCnonadj	E4_noAncestry_wRin	2
PPP4R3A	X4_LCnonadj	E4_noAncestry_wRin	4
SGK1	X4_LCnonadj	E4_noAncestry_wRin	3
TMEM231	X4_LCnonadj	E4_noAncestry_wRin	2
ACSL1	X4_LCnonadj	E4_noAncestry_wRin	4
CSF1R	X4_LCnonadj	E4_noAncestry_wRin	2
ZNF148	X4_LCnonadj	E4_noAncestry_wRin	2
RBBP6	X4_LCnonadj	E4_noAncestry_wRin	1
DUSP26	X4_LCnonadj	E4_noAncestry_wRin	4
DPYSL5	X4_LCnonadj	E4_noAncestry_wRin	3
C12orf57	X4_LCnonadj	E4_noAncestry_wRin	1
RRP36	X4_LCnonadj	E4_noAncestry_wRin	4
PLXDC2	X4_LCnonadj	E4_noAncestry_wRin	3
MGMT	X4_LCnonadj	E4_noAncestry_wRin	2
TUSC3	X4_LCnonadj	E4_noAncestry_wRin	1
STON2	X4_LCnonadj	E4_noAncestry_wRin	4
SCN3A	X4_LCnonadj	E4_noAncestry_wRin	2
AK1	X4_LCnonadj	E4_noAncestry_wRin	1
KIF21A	X4_LCnonadj	E4_noAncestry_wRin	2
ACOX1	X4_LCnonadj	E4_noAncestry_wRin	1
SESTD1	X4_LCnonadj	E4_noAncestry_wRin	1
MYLK	X4_LCnonadj	E4_noAncestry_wRin	1
NDP	X4_LCnonadj	E4_noAncestry_wRin	3
CELSR2	X4_LCnonadj	E4_noAncestry_wRin	1
PRDX6	X4_LCnonadj	E4_noAncestry_wRin	2
KDM3B	X4_LCnonadj	E4_noAncestry_wRin	4
KCNJ10	X4_LCnonadj	E4_noAncestry_wRin	3
FGFR3	X4_LCnonadj	E4_noAncestry_wRin	3
SMDT1	X4_LCnonadj	E4_noAncestry_wRin	2
BCAS1	X4_LCnonadj	E4_noAncestry_wRin	4
XRN2	X4_LCnonadj	E4_noAncestry_wRin	4
ARF1	X4_LCnonadj	E4_noAncestry_wRin	2
CSTF3	X4_LCnonadj	E4_noAncestry_wRin	3
ZNF667-AS1	X4_LCnonadj	E4_noAncestry_wRin	1
MASP1	X4_LCnonadj	E4_noAncestry_wRin	4
OGT	X4_LCnonadj	E4_noAncestry_wRin	4
ARCN1	X4_LCnonadj	E4_noAncestry_wRin	2
LHPP	X4_LCnonadj	E4_noAncestry_wRin	2
C1orf194	X4_LCnonadj	E4_noAncestry_wRin	1
HSPH1	X4_LCnonadj	E4_noAncestry_wRin	3
TAGLN2	X4_LCnonadj	E4_noAncestry_wRin	1
GABRG1	X4_LCnonadj	E4_noAncestry_wRin	3
C1QBP	X4_LCnonadj	E4_noAncestry_wRin	2
EFHD1	X4_LCnonadj	E4_noAncestry_wRin	2
ELAVL4	X4_LCnonadj	E4_noAncestry_wRin	1
MAPT	X4_LCnonadj	E4_noAncestry_wRin	4
TFRC	X4_LCnonadj	E4_wAncestry_noRin	4
CCN1	X4_LCnonadj	E4_wAncestry_noRin	4
HBA1	X4_LCnonadj	E4_wAncestry_noRin	4
HBA2	X4_LCnonadj	E4_wAncestry_noRin	4
GRIN2A	X4_LCnonadj	E4_wAncestry_noRin	4
HBB	X4_LCnonadj	E4_wAncestry_noRin	4
IFT46	X4_LCnonadj	E4_wAncestry_noRin	4
PENK	X4_LCnonadj	E4_wAncestry_noRin	4
SYNPR	X4_LCnonadj	E4_wAncestry_noRin	4
IGFBP7	X4_LCnonadj	E4_wAncestry_noRin	4
CBLN1	X4_LCnonadj	E4_wAncestry_noRin	4
TNS3	X4_LCnonadj	E4_wAncestry_noRin	4
IFI27	X4_LCnonadj	E4_wAncestry_noRin	4
STMN4	X4_LCnonadj	E4_wAncestry_noRin	4
HOPX	X4_LCnonadj	E4_wAncestry_noRin	4
CX3CR1	X4_LCnonadj	E4_wAncestry_noRin	4
MT1X	X4_LCnonadj	E4_wAncestry_noRin	4
HSPA1B	X4_LCnonadj	E4_wAncestry_noRin	4
HPSE2	X4_LCnonadj	E4_wAncestry_noRin	4
TAB2	X4_LCnonadj	E4_wAncestry_noRin	4
LYRM4	X4_LCnonadj	E4_wAncestry_noRin	4
